Datetime,NI_MW
2010-06-15 01:00:00,10303.0
2010-06-15 02:00:00,9609.0
2010-06-15 03:00:00,9149.0
2010-06-15 04:00:00,8864.0
2010-06-15 05:00:00,8759.0
2010-06-15 06:00:00,8954.0
2010-06-15 07:00:00,9390.0
2010-06-15 08:00:00,10303.0
2010-06-15 09:00:00,11325.0
2010-06-15 10:00:00,12147.0
2010-06-15 11:00:00,12768.0
2010-06-15 12:00:00,13380.0
2010-06-15 13:00:00,13876.0
2010-06-15 14:00:00,14296.0
2010-06-15 15:00:00,14500.0
2010-06-15 16:00:00,14528.0
2010-06-15 17:00:00,14572.0
2010-06-15 18:00:00,14523.0
2010-06-15 19:00:00,14323.0
2010-06-15 20:00:00,14018.0
2010-06-15 21:00:00,13817.0
2010-06-15 22:00:00,13715.0
2010-06-15 23:00:00,13585.0
2010-06-15 00:00:00,11266.0
