Datetime,NI_MW
2005-06-14 01:00:00,14149.0
2005-06-14 02:00:00,12807.0
2005-06-14 03:00:00,11893.0
2005-06-14 04:00:00,11223.0
2005-06-14 05:00:00,10891.0
2005-06-14 06:00:00,10881.0
2005-06-14 07:00:00,11226.0
2005-06-14 08:00:00,12280.0
2005-06-14 09:00:00,13597.0
2005-06-14 10:00:00,14395.0
2005-06-14 11:00:00,15084.0
2005-06-14 12:00:00,15628.0
2005-06-14 13:00:00,15810.0
2005-06-14 14:00:00,15785.0
2005-06-14 15:00:00,15766.0
2005-06-14 16:00:00,15495.0
2005-06-14 17:00:00,15119.0
2005-06-14 18:00:00,14926.0
2005-06-14 19:00:00,14480.0
2005-06-14 20:00:00,13859.0
2005-06-14 21:00:00,13382.0
2005-06-14 22:00:00,13359.0
2005-06-14 23:00:00,13237.0
2005-06-14 00:00:00,15710.0
