Datetime,NI_MW
2009-01-19 01:00:00,11602.0
2009-01-19 02:00:00,11159.0
2009-01-19 03:00:00,10973.0
2009-01-19 04:00:00,10881.0
2009-01-19 05:00:00,10920.0
2009-01-19 06:00:00,11168.0
2009-01-19 07:00:00,11813.0
2009-01-19 08:00:00,12773.0
2009-01-19 09:00:00,13213.0
2009-01-19 10:00:00,13450.0
2009-01-19 11:00:00,13536.0
2009-01-19 12:00:00,13605.0
2009-01-19 13:00:00,13527.0
2009-01-19 14:00:00,13412.0
2009-01-19 15:00:00,13322.0
2009-01-19 16:00:00,13221.0
2009-01-19 17:00:00,13158.0
2009-01-19 18:00:00,13627.0
2009-01-19 19:00:00,14572.0
2009-01-19 20:00:00,14566.0
2009-01-19 21:00:00,14359.0
2009-01-19 22:00:00,14053.0
2009-01-19 23:00:00,13512.0
2009-01-19 00:00:00,12127.0
