Datetime,NI_MW
2005-08-29 01:00:00,11656.0
2005-08-29 02:00:00,10818.0
2005-08-29 03:00:00,10351.0
2005-08-29 04:00:00,9989.0
2005-08-29 05:00:00,9862.0
2005-08-29 06:00:00,10038.0
2005-08-29 07:00:00,10811.0
2005-08-29 08:00:00,11858.0
2005-08-29 09:00:00,12846.0
2005-08-29 10:00:00,13716.0
2005-08-29 11:00:00,14547.0
2005-08-29 12:00:00,15434.0
2005-08-29 13:00:00,16044.0
2005-08-29 14:00:00,16651.0
2005-08-29 15:00:00,17223.0
2005-08-29 16:00:00,17611.0
2005-08-29 17:00:00,17925.0
2005-08-29 18:00:00,18015.0
2005-08-29 19:00:00,17650.0
2005-08-29 20:00:00,16959.0
2005-08-29 21:00:00,16441.0
2005-08-29 22:00:00,16333.0
2005-08-29 23:00:00,15389.0
2005-08-29 00:00:00,12700.0
