Datetime,NI_MW
2006-08-19 01:00:00,13129.0
2006-08-19 02:00:00,12247.0
2006-08-19 03:00:00,11515.0
2006-08-19 04:00:00,11048.0
2006-08-19 05:00:00,10754.0
2006-08-19 06:00:00,10708.0
2006-08-19 07:00:00,10860.0
2006-08-19 08:00:00,11278.0
2006-08-19 09:00:00,11799.0
2006-08-19 10:00:00,12572.0
2006-08-19 11:00:00,13218.0
2006-08-19 12:00:00,13757.0
2006-08-19 13:00:00,14055.0
2006-08-19 14:00:00,14440.0
2006-08-19 15:00:00,14579.0
2006-08-19 16:00:00,14732.0
2006-08-19 17:00:00,14619.0
2006-08-19 18:00:00,14594.0
2006-08-19 19:00:00,14347.0
2006-08-19 20:00:00,14013.0
2006-08-19 21:00:00,13641.0
2006-08-19 22:00:00,13607.0
2006-08-19 23:00:00,12991.0
2006-08-19 00:00:00,14305.0
