Datetime,NI_MW
2007-02-04 01:00:00,12754.0
2007-02-04 02:00:00,12221.0
2007-02-04 03:00:00,11958.0
2007-02-04 04:00:00,11691.0
2007-02-04 05:00:00,11674.0
2007-02-04 06:00:00,11614.0
2007-02-04 07:00:00,11793.0
2007-02-04 08:00:00,12092.0
2007-02-04 09:00:00,12134.0
2007-02-04 10:00:00,12388.0
2007-02-04 11:00:00,12635.0
2007-02-04 12:00:00,12823.0
2007-02-04 13:00:00,12876.0
2007-02-04 14:00:00,12880.0
2007-02-04 15:00:00,12787.0
2007-02-04 16:00:00,12792.0
2007-02-04 17:00:00,12805.0
2007-02-04 18:00:00,13072.0
2007-02-04 19:00:00,13861.0
2007-02-04 20:00:00,14003.0
2007-02-04 21:00:00,14003.0
2007-02-04 22:00:00,13818.0
2007-02-04 23:00:00,13651.0
2007-02-04 00:00:00,13350.0
