Datetime,NI_MW
2009-03-10 01:00:00,10278.0
2009-03-10 02:00:00,9677.0
2009-03-10 03:00:00,9353.0
2009-03-10 04:00:00,9188.0
2009-03-10 05:00:00,9191.0
2009-03-10 06:00:00,9422.0
2009-03-10 07:00:00,10057.0
2009-03-10 08:00:00,11278.0
2009-03-10 09:00:00,12165.0
2009-03-10 10:00:00,12233.0
2009-03-10 11:00:00,12257.0
2009-03-10 12:00:00,12329.0
2009-03-10 13:00:00,12273.0
2009-03-10 14:00:00,12290.0
2009-03-10 15:00:00,12348.0
2009-03-10 16:00:00,12219.0
2009-03-10 17:00:00,12046.0
2009-03-10 18:00:00,11910.0
2009-03-10 19:00:00,11917.0
2009-03-10 20:00:00,12072.0
2009-03-10 21:00:00,12409.0
2009-03-10 22:00:00,12147.0
2009-03-10 23:00:00,11650.0
2009-03-10 00:00:00,11099.0
