Datetime,NI_MW
2010-04-07 01:00:00,9471.0
2010-04-07 02:00:00,8851.0
2010-04-07 03:00:00,8448.0
2010-04-07 04:00:00,8205.0
2010-04-07 05:00:00,8106.0
2010-04-07 06:00:00,8288.0
2010-04-07 07:00:00,8942.0
2010-04-07 08:00:00,10052.0
2010-04-07 09:00:00,10899.0
2010-04-07 10:00:00,11272.0
2010-04-07 11:00:00,11421.0
2010-04-07 12:00:00,11642.0
2010-04-07 13:00:00,11735.0
2010-04-07 14:00:00,11755.0
2010-04-07 15:00:00,11720.0
2010-04-07 16:00:00,11655.0
2010-04-07 17:00:00,11609.0
2010-04-07 18:00:00,11607.0
2010-04-07 19:00:00,11534.0
2010-04-07 20:00:00,11498.0
2010-04-07 21:00:00,11835.0
2010-04-07 22:00:00,11775.0
2010-04-07 23:00:00,11324.0
2010-04-07 00:00:00,10337.0
