Datetime,NI_MW
2005-05-28 01:00:00,8978.0
2005-05-28 02:00:00,8351.0
2005-05-28 03:00:00,7949.0
2005-05-28 04:00:00,7672.0
2005-05-28 05:00:00,7518.0
2005-05-28 06:00:00,7495.0
2005-05-28 07:00:00,7591.0
2005-05-28 08:00:00,7533.0
2005-05-28 09:00:00,7981.0
2005-05-28 10:00:00,8625.0
2005-05-28 11:00:00,9179.0
2005-05-28 12:00:00,9642.0
2005-05-28 13:00:00,9633.0
2005-05-28 14:00:00,9590.0
2005-05-28 15:00:00,9387.0
2005-05-28 16:00:00,9287.0
2005-05-28 17:00:00,9185.0
2005-05-28 18:00:00,9163.0
2005-05-28 19:00:00,9080.0
2005-05-28 20:00:00,8959.0
2005-05-28 21:00:00,8986.0
2005-05-28 22:00:00,9417.0
2005-05-28 23:00:00,9537.0
2005-05-28 00:00:00,10051.0
