Datetime,NI_MW
2007-11-13 01:00:00,9699.0
2007-11-13 02:00:00,9186.0
2007-11-13 03:00:00,8907.0
2007-11-13 04:00:00,8757.0
2007-11-13 05:00:00,8792.0
2007-11-13 06:00:00,9052.0
2007-11-13 07:00:00,9862.0
2007-11-13 08:00:00,11078.0
2007-11-13 09:00:00,11588.0
2007-11-13 10:00:00,11777.0
2007-11-13 11:00:00,11880.0
2007-11-13 12:00:00,12011.0
2007-11-13 13:00:00,11965.0
2007-11-13 14:00:00,11938.0
2007-11-13 15:00:00,11942.0
2007-11-13 16:00:00,11852.0
2007-11-13 17:00:00,11828.0
2007-11-13 18:00:00,12275.0
2007-11-13 19:00:00,12960.0
2007-11-13 20:00:00,12799.0
2007-11-13 21:00:00,12586.0
2007-11-13 22:00:00,12224.0
2007-11-13 23:00:00,11634.0
2007-11-13 00:00:00,10534.0
