Datetime,NI_MW
2008-06-27 01:00:00,13979.0
2008-06-27 02:00:00,12806.0
2008-06-27 03:00:00,12042.0
2008-06-27 04:00:00,11439.0
2008-06-27 05:00:00,11083.0
2008-06-27 06:00:00,11062.0
2008-06-27 07:00:00,11379.0
2008-06-27 08:00:00,12279.0
2008-06-27 09:00:00,13445.0
2008-06-27 10:00:00,14531.0
2008-06-27 11:00:00,15376.0
2008-06-27 12:00:00,15789.0
2008-06-27 13:00:00,15963.0
2008-06-27 14:00:00,16337.0
2008-06-27 15:00:00,16946.0
2008-06-27 16:00:00,17495.0
2008-06-27 17:00:00,17208.0
2008-06-27 18:00:00,16838.0
2008-06-27 19:00:00,16528.0
2008-06-27 20:00:00,16074.0
2008-06-27 21:00:00,15582.0
2008-06-27 22:00:00,15415.0
2008-06-27 23:00:00,15269.0
2008-06-27 00:00:00,15473.0
