Datetime,NI_MW
2006-12-13 01:00:00,10846.0
2006-12-13 02:00:00,10178.0
2006-12-13 03:00:00,9857.0
2006-12-13 04:00:00,9692.0
2006-12-13 05:00:00,9656.0
2006-12-13 06:00:00,9920.0
2006-12-13 07:00:00,10746.0
2006-12-13 08:00:00,12104.0
2006-12-13 09:00:00,12923.0
2006-12-13 10:00:00,12974.0
2006-12-13 11:00:00,12839.0
2006-12-13 12:00:00,12807.0
2006-12-13 13:00:00,12681.0
2006-12-13 14:00:00,12517.0
2006-12-13 15:00:00,12446.0
2006-12-13 16:00:00,12354.0
2006-12-13 17:00:00,12375.0
2006-12-13 18:00:00,13362.0
2006-12-13 19:00:00,14316.0
2006-12-13 20:00:00,14303.0
2006-12-13 21:00:00,14137.0
2006-12-13 22:00:00,13775.0
2006-12-13 23:00:00,13213.0
2006-12-13 00:00:00,11909.0
