Datetime,NI_MW
2008-12-13 01:00:00,12066.0
2008-12-13 02:00:00,11315.0
2008-12-13 03:00:00,10930.0
2008-12-13 04:00:00,10646.0
2008-12-13 05:00:00,10525.0
2008-12-13 06:00:00,10562.0
2008-12-13 07:00:00,10793.0
2008-12-13 08:00:00,11271.0
2008-12-13 09:00:00,11565.0
2008-12-13 10:00:00,11920.0
2008-12-13 11:00:00,12132.0
2008-12-13 12:00:00,12185.0
2008-12-13 13:00:00,12062.0
2008-12-13 14:00:00,11905.0
2008-12-13 15:00:00,11705.0
2008-12-13 16:00:00,11668.0
2008-12-13 17:00:00,11875.0
2008-12-13 18:00:00,12773.0
2008-12-13 19:00:00,13226.0
2008-12-13 20:00:00,13176.0
2008-12-13 21:00:00,12943.0
2008-12-13 22:00:00,12745.0
2008-12-13 23:00:00,12303.0
2008-12-13 00:00:00,13007.0
