Datetime,NI_MW
2010-09-06 01:00:00,9288.0
2010-09-06 02:00:00,8776.0
2010-09-06 03:00:00,8458.0
2010-09-06 04:00:00,8265.0
2010-09-06 05:00:00,8137.0
2010-09-06 06:00:00,8172.0
2010-09-06 07:00:00,8295.0
2010-09-06 08:00:00,8367.0
2010-09-06 09:00:00,8511.0
2010-09-06 10:00:00,8945.0
2010-09-06 11:00:00,9541.0
2010-09-06 12:00:00,10038.0
2010-09-06 13:00:00,10320.0
2010-09-06 14:00:00,10444.0
2010-09-06 15:00:00,10458.0
2010-09-06 16:00:00,10464.0
2010-09-06 17:00:00,10641.0
2010-09-06 18:00:00,10908.0
2010-09-06 19:00:00,11087.0
2010-09-06 20:00:00,11125.0
2010-09-06 21:00:00,11695.0
2010-09-06 22:00:00,11944.0
2010-09-06 23:00:00,11625.0
2010-09-06 00:00:00,9888.0
