Datetime,NI_MW
2007-02-13 01:00:00,11654.0
2007-02-13 02:00:00,11136.0
2007-02-13 03:00:00,10835.0
2007-02-13 04:00:00,10727.0
2007-02-13 05:00:00,10782.0
2007-02-13 06:00:00,11067.0
2007-02-13 07:00:00,11832.0
2007-02-13 08:00:00,12987.0
2007-02-13 09:00:00,13551.0
2007-02-13 10:00:00,13920.0
2007-02-13 11:00:00,14124.0
2007-02-13 12:00:00,14323.0
2007-02-13 13:00:00,14391.0
2007-02-13 14:00:00,14353.0
2007-02-13 15:00:00,14309.0
2007-02-13 16:00:00,14168.0
2007-02-13 17:00:00,14080.0
2007-02-13 18:00:00,14193.0
2007-02-13 19:00:00,14919.0
2007-02-13 20:00:00,15186.0
2007-02-13 21:00:00,14953.0
2007-02-13 22:00:00,14604.0
2007-02-13 23:00:00,13933.0
2007-02-13 00:00:00,12530.0
