Datetime,NI_MW
2007-09-05 01:00:00,13627.0
2007-09-05 02:00:00,12490.0
2007-09-05 03:00:00,11709.0
2007-09-05 04:00:00,11161.0
2007-09-05 05:00:00,10894.0
2007-09-05 06:00:00,10970.0
2007-09-05 07:00:00,11658.0
2007-09-05 08:00:00,12807.0
2007-09-05 09:00:00,13772.0
2007-09-05 10:00:00,14702.0
2007-09-05 11:00:00,15716.0
2007-09-05 12:00:00,16871.0
2007-09-05 13:00:00,18025.0
2007-09-05 14:00:00,19071.0
2007-09-05 15:00:00,19901.0
2007-09-05 16:00:00,20401.0
2007-09-05 17:00:00,20576.0
2007-09-05 18:00:00,20530.0
2007-09-05 19:00:00,19839.0
2007-09-05 20:00:00,19120.0
2007-09-05 21:00:00,18935.0
2007-09-05 22:00:00,18684.0
2007-09-05 23:00:00,17615.0
2007-09-05 00:00:00,15209.0
