Datetime,NI_MW
2006-02-09 01:00:00,11223.0
2006-02-09 02:00:00,10678.0
2006-02-09 03:00:00,10411.0
2006-02-09 04:00:00,10289.0
2006-02-09 05:00:00,10287.0
2006-02-09 06:00:00,10591.0
2006-02-09 07:00:00,11367.0
2006-02-09 08:00:00,12712.0
2006-02-09 09:00:00,13219.0
2006-02-09 10:00:00,13248.0
2006-02-09 11:00:00,13182.0
2006-02-09 12:00:00,13193.0
2006-02-09 13:00:00,13055.0
2006-02-09 14:00:00,12904.0
2006-02-09 15:00:00,12850.0
2006-02-09 16:00:00,12768.0
2006-02-09 17:00:00,12830.0
2006-02-09 18:00:00,13087.0
2006-02-09 19:00:00,13829.0
2006-02-09 20:00:00,13995.0
2006-02-09 21:00:00,13779.0
2006-02-09 22:00:00,13440.0
2006-02-09 23:00:00,12822.0
2006-02-09 00:00:00,12119.0
