Datetime,NI_MW
2010-10-28 01:00:00,9427.0
2010-10-28 02:00:00,8894.0
2010-10-28 03:00:00,8580.0
2010-10-28 04:00:00,8413.0
2010-10-28 05:00:00,8358.0
2010-10-28 06:00:00,8584.0
2010-10-28 07:00:00,9262.0
2010-10-28 08:00:00,10516.0
2010-10-28 09:00:00,11279.0
2010-10-28 10:00:00,11478.0
2010-10-28 11:00:00,11561.0
2010-10-28 12:00:00,11668.0
2010-10-28 13:00:00,11644.0
2010-10-28 14:00:00,11639.0
2010-10-28 15:00:00,11646.0
2010-10-28 16:00:00,11587.0
2010-10-28 17:00:00,11567.0
2010-10-28 18:00:00,11588.0
2010-10-28 19:00:00,11728.0
2010-10-28 20:00:00,12227.0
2010-10-28 21:00:00,12165.0
2010-10-28 22:00:00,11879.0
2010-10-28 23:00:00,11394.0
2010-10-28 00:00:00,10243.0
