Datetime,NI_MW
2009-02-10 01:00:00,9957.0
2009-02-10 02:00:00,9429.0
2009-02-10 03:00:00,9112.0
2009-02-10 04:00:00,8950.0
2009-02-10 05:00:00,8927.0
2009-02-10 06:00:00,9171.0
2009-02-10 07:00:00,9885.0
2009-02-10 08:00:00,11101.0
2009-02-10 09:00:00,11551.0
2009-02-10 10:00:00,11725.0
2009-02-10 11:00:00,11825.0
2009-02-10 12:00:00,11916.0
2009-02-10 13:00:00,11898.0
2009-02-10 14:00:00,11807.0
2009-02-10 15:00:00,11726.0
2009-02-10 16:00:00,11630.0
2009-02-10 17:00:00,11470.0
2009-02-10 18:00:00,11468.0
2009-02-10 19:00:00,12080.0
2009-02-10 20:00:00,12443.0
2009-02-10 21:00:00,12260.0
2009-02-10 22:00:00,11940.0
2009-02-10 23:00:00,11377.0
2009-02-10 00:00:00,10826.0
