Datetime,AEP_MW
2005-07-25 01:00:00,16572.0
2005-07-25 02:00:00,15778.0
2005-07-25 03:00:00,15248.0
2005-07-25 04:00:00,14907.0
2005-07-25 05:00:00,14883.0
2005-07-25 06:00:00,15408.0
2005-07-25 07:00:00,16224.0
2005-07-25 08:00:00,17252.0
2005-07-25 09:00:00,18774.0
2005-07-25 10:00:00,20199.0
2005-07-25 11:00:00,21489.0
2005-07-25 12:00:00,22363.0
2005-07-25 13:00:00,23022.0
2005-07-25 14:00:00,23558.0
2005-07-25 15:00:00,23741.0
2005-07-25 16:00:00,22942.0
2005-07-25 17:00:00,22455.0
2005-07-25 18:00:00,22107.0
2005-07-25 19:00:00,21808.0
2005-07-25 20:00:00,21317.0
2005-07-25 21:00:00,21003.0
2005-07-25 22:00:00,20801.0
2005-07-25 23:00:00,19724.0
2005-07-25 00:00:00,17828.0
