Datetime,AEP_MW
2005-12-02 01:00:00,16035.0
2005-12-02 02:00:00,15707.0
2005-12-02 03:00:00,15617.0
2005-12-02 04:00:00,15679.0
2005-12-02 05:00:00,16052.0
2005-12-02 06:00:00,16999.0
2005-12-02 07:00:00,18752.0
2005-12-02 08:00:00,19713.0
2005-12-02 09:00:00,19463.0
2005-12-02 10:00:00,19410.0
2005-12-02 11:00:00,19261.0
2005-12-02 12:00:00,18914.0
2005-12-02 13:00:00,18654.0
2005-12-02 14:00:00,18393.0
2005-12-02 15:00:00,18054.0
2005-12-02 16:00:00,18034.0
2005-12-02 17:00:00,18392.0
2005-12-02 18:00:00,19463.0
2005-12-02 19:00:00,19840.0
2005-12-02 20:00:00,19671.0
2005-12-02 21:00:00,19509.0
2005-12-02 22:00:00,19312.0
2005-12-02 23:00:00,18526.0
2005-12-02 00:00:00,16901.0
