Datetime,MW
2005-01-10 01:00:00,1456.0
2005-01-10 02:00:00,1407.0
2005-01-10 03:00:00,1361.0
2005-01-10 04:00:00,1360.0
2005-01-10 05:00:00,1382.0
2005-01-10 06:00:00,1481.0
2005-01-10 07:00:00,1599.0
2005-01-10 08:00:00,1732.0
2005-01-10 09:00:00,1788.0
2005-01-10 10:00:00,1775.0
2005-01-10 11:00:00,1797.0
2005-01-10 12:00:00,1815.0
2005-01-10 13:00:00,1803.0
2005-01-10 14:00:00,1815.0
2005-01-10 15:00:00,1792.0
2005-01-10 16:00:00,1790.0
2005-01-10 17:00:00,1794.0
2005-01-10 18:00:00,1885.0
2005-01-10 19:00:00,1860.0
2005-01-10 20:00:00,1849.0
2005-01-10 21:00:00,1809.0
2005-01-10 22:00:00,1759.0
2005-01-10 23:00:00,1657.0
2005-01-10 00:00:00,1509.0
