Datetime,MW
2004-12-01 01:00:00,14133.0
2004-12-01 02:00:00,13700.0
2004-12-01 03:00:00,13396.0
2004-12-01 04:00:00,13353.0
2004-12-01 05:00:00,13588.0
2004-12-01 06:00:00,14460.0
2004-12-01 07:00:00,16015.0
2004-12-01 08:00:00,16999.0
2004-12-01 09:00:00,17017.0
2004-12-01 10:00:00,17003.0
2004-12-01 11:00:00,17147.0
2004-12-01 12:00:00,16914.0
2004-12-01 13:00:00,16620.0
2004-12-01 14:00:00,16321.0
2004-12-01 15:00:00,15997.0
2004-12-01 16:00:00,15972.0
2004-12-01 17:00:00,16284.0
2004-12-01 18:00:00,17657.0
2004-12-01 19:00:00,18428.0
2004-12-01 20:00:00,18400.0
2004-12-01 21:00:00,18384.0
2004-12-01 22:00:00,18078.0
2004-12-01 23:00:00,17174.0
2004-12-01 00:00:00,14902.0
