Datetime,MW
2005-01-18 01:00:00,7204.0
2005-01-18 02:00:00,7119.0
2005-01-18 03:00:00,7088.0
2005-01-18 04:00:00,7117.0
2005-01-18 05:00:00,7244.0
2005-01-18 06:00:00,7578.0
2005-01-18 07:00:00,8183.0
2005-01-18 08:00:00,8436.0
2005-01-18 09:00:00,8482.0
2005-01-18 10:00:00,8289.0
2005-01-18 11:00:00,8147.0
2005-01-18 12:00:00,8020.0
2005-01-18 13:00:00,7839.0
2005-01-18 14:00:00,7749.0
2005-01-18 15:00:00,7538.0
2005-01-18 16:00:00,7509.0
2005-01-18 17:00:00,7658.0
2005-01-18 18:00:00,8145.0
2005-01-18 19:00:00,8470.0
2005-01-18 20:00:00,8465.0
2005-01-18 21:00:00,8327.0
2005-01-18 22:00:00,8113.0
2005-01-18 23:00:00,7784.0
2005-01-18 00:00:00,7440.0
