Datetime,MW
2004-11-21 01:00:00,11839.0
2004-11-21 02:00:00,11343.0
2004-11-21 03:00:00,11095.0
2004-11-21 04:00:00,11053.0
2004-11-21 05:00:00,10998.0
2004-11-21 06:00:00,11306.0
2004-11-21 07:00:00,11666.0
2004-11-21 08:00:00,12352.0
2004-11-21 09:00:00,12989.0
2004-11-21 10:00:00,13427.0
2004-11-21 11:00:00,13411.0
2004-11-21 12:00:00,13399.0
2004-11-21 13:00:00,13409.0
2004-11-21 14:00:00,13394.0
2004-11-21 15:00:00,13183.0
2004-11-21 16:00:00,13186.0
2004-11-21 17:00:00,13502.0
2004-11-21 18:00:00,14467.0
2004-11-21 19:00:00,14931.0
2004-11-21 20:00:00,14937.0
2004-11-21 21:00:00,14814.0
2004-11-21 22:00:00,14490.0
2004-11-21 23:00:00,13848.0
2004-11-21 00:00:00,12471.0
