Datetime,MW
2004-11-25 01:00:00,23725.0
2004-11-25 02:00:00,22348.0
2004-11-25 03:00:00,21455.0
2004-11-25 04:00:00,20971.0
2004-11-25 05:00:00,20904.0
2004-11-25 06:00:00,21362.0
2004-11-25 07:00:00,22213.0
2004-11-25 08:00:00,23332.0
2004-11-25 09:00:00,25195.0
2004-11-25 10:00:00,26976.0
2004-11-25 11:00:00,28199.0
2004-11-25 12:00:00,28741.0
2004-11-25 13:00:00,28458.0
2004-11-25 14:00:00,27783.0
2004-11-25 15:00:00,26911.0
2004-11-25 16:00:00,26233.0
2004-11-25 17:00:00,26572.0
2004-11-25 18:00:00,27964.0
2004-11-25 19:00:00,27990.0
2004-11-25 20:00:00,28109.0
2004-11-25 21:00:00,28354.0
2004-11-25 22:00:00,28091.0
2004-11-25 23:00:00,27196.0
2004-11-25 00:00:00,25952.0
