Datetime,MW
2004-10-19 01:00:00,23754.0
2004-10-19 02:00:00,22819.0
2004-10-19 03:00:00,22400.0
2004-10-19 04:00:00,22249.0
2004-10-19 05:00:00,22695.0
2004-10-19 06:00:00,24411.0
2004-10-19 07:00:00,28320.0
2004-10-19 08:00:00,31241.0
2004-10-19 09:00:00,31897.0
2004-10-19 10:00:00,32419.0
2004-10-19 11:00:00,32804.0
2004-10-19 12:00:00,32893.0
2004-10-19 13:00:00,32760.0
2004-10-19 14:00:00,32677.0
2004-10-19 15:00:00,32240.0
2004-10-19 16:00:00,32285.0
2004-10-19 17:00:00,32690.0
2004-10-19 18:00:00,33435.0
2004-10-19 19:00:00,34481.0
2004-10-19 20:00:00,34551.0
2004-10-19 21:00:00,33478.0
2004-10-19 22:00:00,31662.0
2004-10-19 23:00:00,28870.0
2004-10-19 00:00:00,25664.0
