Datetime,MW
2005-01-03 01:00:00,9481.0
2005-01-03 02:00:00,8985.0
2005-01-03 03:00:00,8797.0
2005-01-03 04:00:00,8662.0
2005-01-03 05:00:00,8666.0
2005-01-03 06:00:00,8948.0
2005-01-03 07:00:00,9688.0
2005-01-03 08:00:00,10904.0
2005-01-03 09:00:00,11859.0
2005-01-03 10:00:00,12140.0
2005-01-03 11:00:00,12307.0
2005-01-03 12:00:00,12474.0
2005-01-03 13:00:00,12576.0
2005-01-03 14:00:00,12669.0
2005-01-03 15:00:00,12678.0
2005-01-03 16:00:00,12570.0
2005-01-03 17:00:00,12486.0
2005-01-03 18:00:00,13100.0
2005-01-03 19:00:00,13643.0
2005-01-03 20:00:00,13528.0
2005-01-03 21:00:00,13282.0
2005-01-03 22:00:00,12902.0
2005-01-03 23:00:00,12279.0
2005-01-03 00:00:00,10130.0
