Datetime,MW
2005-01-01 01:00:00,1364.0
2005-01-01 02:00:00,1273.0
2005-01-01 03:00:00,1218.0
2005-01-01 04:00:00,1170.0
2005-01-01 05:00:00,1166.0
2005-01-01 06:00:00,1181.0
2005-01-01 07:00:00,1215.0
2005-01-01 08:00:00,1258.0
2005-01-01 09:00:00,1270.0
2005-01-01 10:00:00,1274.0
2005-01-01 11:00:00,1330.0
2005-01-01 12:00:00,1352.0
2005-01-01 13:00:00,1371.0
2005-01-01 14:00:00,1356.0
2005-01-01 15:00:00,1371.0
2005-01-01 16:00:00,1355.0
2005-01-01 17:00:00,1388.0
2005-01-01 18:00:00,1522.0
2005-01-01 19:00:00,1559.0
2005-01-01 20:00:00,1546.0
2005-01-01 21:00:00,1541.0
2005-01-01 22:00:00,1534.0
2005-01-01 23:00:00,1497.0
