Datetime,MW
2005-01-02 01:00:00,1251.0
2005-01-02 02:00:00,1204.0
2005-01-02 03:00:00,1159.0
2005-01-02 04:00:00,1141.0
2005-01-02 05:00:00,1134.0
2005-01-02 06:00:00,1161.0
2005-01-02 07:00:00,1199.0
2005-01-02 08:00:00,1270.0
2005-01-02 09:00:00,1290.0
2005-01-02 10:00:00,1320.0
2005-01-02 11:00:00,1353.0
2005-01-02 12:00:00,1391.0
2005-01-02 13:00:00,1422.0
2005-01-02 14:00:00,1410.0
2005-01-02 15:00:00,1417.0
2005-01-02 16:00:00,1398.0
2005-01-02 17:00:00,1451.0
2005-01-02 18:00:00,1588.0
2005-01-02 19:00:00,1624.0
2005-01-02 20:00:00,1640.0
2005-01-02 21:00:00,1644.0
2005-01-02 22:00:00,1599.0
2005-01-02 23:00:00,1503.0
2005-01-02 00:00:00,1389.0
