Datetime,MW
2004-10-12 01:00:00,9189.0
2004-10-12 02:00:00,8615.0
2004-10-12 03:00:00,8261.0
2004-10-12 04:00:00,8098.0
2004-10-12 05:00:00,8037.0
2004-10-12 06:00:00,8210.0
2004-10-12 07:00:00,8951.0
2004-10-12 08:00:00,10218.0
2004-10-12 09:00:00,10955.0
2004-10-12 10:00:00,11235.0
2004-10-12 11:00:00,11306.0
2004-10-12 12:00:00,11486.0
2004-10-12 13:00:00,11519.0
2004-10-12 14:00:00,11496.0
2004-10-12 15:00:00,11558.0
2004-10-12 16:00:00,11447.0
2004-10-12 17:00:00,11308.0
2004-10-12 18:00:00,11191.0
2004-10-12 19:00:00,11240.0
2004-10-12 20:00:00,11844.0
2004-10-12 21:00:00,11982.0
2004-10-12 22:00:00,11671.0
2004-10-12 23:00:00,11034.0
2004-10-12 00:00:00,10063.0
