Datetime,MW
2005-01-23 01:00:00,2152.0
2005-01-23 02:00:00,2111.0
2005-01-23 03:00:00,2103.0
2005-01-23 04:00:00,2101.0
2005-01-23 05:00:00,2110.0
2005-01-23 06:00:00,2155.0
2005-01-23 07:00:00,2230.0
2005-01-23 08:00:00,2323.0
2005-01-23 09:00:00,2362.0
2005-01-23 10:00:00,2403.0
2005-01-23 11:00:00,2404.0
2005-01-23 12:00:00,2370.0
2005-01-23 13:00:00,2345.0
2005-01-23 14:00:00,2292.0
2005-01-23 15:00:00,2246.0
2005-01-23 16:00:00,2214.0
2005-01-23 17:00:00,2238.0
2005-01-23 18:00:00,2362.0
2005-01-23 19:00:00,2571.0
2005-01-23 20:00:00,2593.0
2005-01-23 21:00:00,2586.0
2005-01-23 22:00:00,2531.0
2005-01-23 23:00:00,2450.0
2005-01-23 00:00:00,2226.0
