Datetime,MW
2004-12-05 01:00:00,1654.0
2004-12-05 02:00:00,1573.0
2004-12-05 03:00:00,1552.0
2004-12-05 04:00:00,1537.0
2004-12-05 05:00:00,1547.0
2004-12-05 06:00:00,1590.0
2004-12-05 07:00:00,1662.0
2004-12-05 08:00:00,1746.0
2004-12-05 09:00:00,1802.0
2004-12-05 10:00:00,1827.0
2004-12-05 11:00:00,1798.0
2004-12-05 12:00:00,1777.0
2004-12-05 13:00:00,1758.0
2004-12-05 14:00:00,1725.0
2004-12-05 15:00:00,1687.0
2004-12-05 16:00:00,1692.0
2004-12-05 17:00:00,1770.0
2004-12-05 18:00:00,1988.0
2004-12-05 19:00:00,2084.0
2004-12-05 20:00:00,2073.0
2004-12-05 21:00:00,2064.0
2004-12-05 22:00:00,2009.0
2004-12-05 23:00:00,1894.0
2004-12-05 00:00:00,1758.0
