Datetime,MW
2004-12-27 01:00:00,5838.0
2004-12-27 02:00:00,5881.0
2004-12-27 03:00:00,5951.0
2004-12-27 04:00:00,5976.0
2004-12-27 05:00:00,6117.0
2004-12-27 06:00:00,6430.0
2004-12-27 07:00:00,6788.0
2004-12-27 08:00:00,7056.0
2004-12-27 09:00:00,7262.0
2004-12-27 10:00:00,7392.0
2004-12-27 11:00:00,7341.0
2004-12-27 12:00:00,7284.0
2004-12-27 13:00:00,7169.0
2004-12-27 14:00:00,6967.0
2004-12-27 15:00:00,6920.0
2004-12-27 16:00:00,6834.0
2004-12-27 17:00:00,7018.0
2004-12-27 18:00:00,7644.0
2004-12-27 19:00:00,7852.0
2004-12-27 20:00:00,7855.0
2004-12-27 21:00:00,7767.0
2004-12-27 22:00:00,7604.0
2004-12-27 23:00:00,7230.0
2004-12-27 00:00:00,6248.0
