Datetime,MW
2004-10-21 01:00:00,24526.0
2004-10-21 02:00:00,23334.0
2004-10-21 03:00:00,22700.0
2004-10-21 04:00:00,22624.0
2004-10-21 05:00:00,23057.0
2004-10-21 06:00:00,25138.0
2004-10-21 07:00:00,29053.0
2004-10-21 08:00:00,31648.0
2004-10-21 09:00:00,32013.0
2004-10-21 10:00:00,32219.0
2004-10-21 11:00:00,32481.0
2004-10-21 12:00:00,32425.0
2004-10-21 13:00:00,32202.0
2004-10-21 14:00:00,32194.0
2004-10-21 15:00:00,31889.0
2004-10-21 16:00:00,31757.0
2004-10-21 17:00:00,32080.0
2004-10-21 18:00:00,32587.0
2004-10-21 19:00:00,34056.0
2004-10-21 20:00:00,34246.0
2004-10-21 21:00:00,33476.0
2004-10-21 22:00:00,31821.0
2004-10-21 23:00:00,29210.0
2004-10-21 00:00:00,26467.0
