Datetime,MW
2004-11-30 01:00:00,1847.0
2004-11-30 02:00:00,1782.0
2004-11-30 03:00:00,1755.0
2004-11-30 04:00:00,1740.0
2004-11-30 05:00:00,1776.0
2004-11-30 06:00:00,1902.0
2004-11-30 07:00:00,2180.0
2004-11-30 08:00:00,2337.0
2004-11-30 09:00:00,2321.0
2004-11-30 10:00:00,2320.0
2004-11-30 11:00:00,2331.0
2004-11-30 12:00:00,2327.0
2004-11-30 13:00:00,2315.0
2004-11-30 14:00:00,2299.0
2004-11-30 15:00:00,2298.0
2004-11-30 16:00:00,2293.0
2004-11-30 17:00:00,2334.0
2004-11-30 18:00:00,2479.0
2004-11-30 19:00:00,2497.0
2004-11-30 20:00:00,2452.0
2004-11-30 21:00:00,2388.0
2004-11-30 22:00:00,2285.0
2004-11-30 23:00:00,2117.0
2004-11-30 00:00:00,1981.0
