Datetime,MW
2005-01-07 01:00:00,1490.0
2005-01-07 02:00:00,1427.0
2005-01-07 03:00:00,1391.0
2005-01-07 04:00:00,1397.0
2005-01-07 05:00:00,1445.0
2005-01-07 06:00:00,1495.0
2005-01-07 07:00:00,1681.0
2005-01-07 08:00:00,1801.0
2005-01-07 09:00:00,1858.0
2005-01-07 10:00:00,1857.0
2005-01-07 11:00:00,1827.0
2005-01-07 12:00:00,1865.0
2005-01-07 13:00:00,1872.0
2005-01-07 14:00:00,1826.0
2005-01-07 15:00:00,1804.0
2005-01-07 16:00:00,1775.0
2005-01-07 17:00:00,1802.0
2005-01-07 18:00:00,1867.0
2005-01-07 19:00:00,1870.0
2005-01-07 20:00:00,1833.0
2005-01-07 21:00:00,1799.0
2005-01-07 22:00:00,1750.0
2005-01-07 23:00:00,1654.0
2005-01-07 00:00:00,1555.0
