Datetime,MW
2005-01-03 01:00:00,1299.0
2005-01-03 02:00:00,1355.0
2005-01-03 03:00:00,1332.0
2005-01-03 04:00:00,1307.0
2005-01-03 05:00:00,1309.0
2005-01-03 06:00:00,1359.0
2005-01-03 07:00:00,1472.0
2005-01-03 08:00:00,1588.0
2005-01-03 09:00:00,1639.0
2005-01-03 10:00:00,1682.0
2005-01-03 11:00:00,1670.0
2005-01-03 12:00:00,1684.0
2005-01-03 13:00:00,1666.0
2005-01-03 14:00:00,1672.0
2005-01-03 15:00:00,1677.0
2005-01-03 16:00:00,1677.0
2005-01-03 17:00:00,1727.0
2005-01-03 18:00:00,1814.0
2005-01-03 19:00:00,1810.0
2005-01-03 20:00:00,1787.0
2005-01-03 21:00:00,1762.0
2005-01-03 22:00:00,1717.0
2005-01-03 23:00:00,1576.0
2005-01-03 00:00:00,1410.0
