Datetime,MW
2005-01-01 00:00:00,27384.0
2005-01-01 01:00:00,25978.0
2005-01-01 02:00:00,24641.0
2005-01-01 03:00:00,23619.0
2005-01-01 04:00:00,23015.0
2005-01-01 05:00:00,22924.0
2005-01-01 06:00:00,23199.0
2005-01-01 07:00:00,23824.0
2005-01-01 08:00:00,24098.0
2005-01-01 09:00:00,24814.0
2005-01-01 10:00:00,25794.0
2005-01-01 11:00:00,26679.0
2005-01-01 12:00:00,27123.0
2005-01-01 13:00:00,26997.0
2005-01-01 14:00:00,26480.0
2005-01-01 15:00:00,26008.0
2005-01-01 16:00:00,25862.0
2005-01-01 17:00:00,26988.0
2005-01-01 18:00:00,30345.0
2005-01-01 19:00:00,30845.0
2005-01-01 20:00:00,30536.0
2005-01-01 21:00:00,30175.0
2005-01-01 22:00:00,29478.0
2005-01-01 23:00:00,28174.0
