Datetime,MW
2004-11-17 01:00:00,13547.0
2004-11-17 02:00:00,13224.0
2004-11-17 03:00:00,13090.0
2004-11-17 04:00:00,13047.0
2004-11-17 05:00:00,13301.0
2004-11-17 06:00:00,14090.0
2004-11-17 07:00:00,15790.0
2004-11-17 08:00:00,16594.0
2004-11-17 09:00:00,16440.0
2004-11-17 10:00:00,16345.0
2004-11-17 11:00:00,16251.0
2004-11-17 12:00:00,16072.0
2004-11-17 13:00:00,15924.0
2004-11-17 14:00:00,15832.0
2004-11-17 15:00:00,15697.0
2004-11-17 16:00:00,15714.0
2004-11-17 17:00:00,16072.0
2004-11-17 18:00:00,16773.0
2004-11-17 19:00:00,16899.0
2004-11-17 20:00:00,16782.0
2004-11-17 21:00:00,16479.0
2004-11-17 22:00:00,15967.0
2004-11-17 23:00:00,14929.0
2004-11-17 00:00:00,14269.0
