Datetime,MW
2005-01-15 01:00:00,11912.0
2005-01-15 02:00:00,11413.0
2005-01-15 03:00:00,11001.0
2005-01-15 04:00:00,10848.0
2005-01-15 05:00:00,10796.0
2005-01-15 06:00:00,10794.0
2005-01-15 07:00:00,11122.0
2005-01-15 08:00:00,11591.0
2005-01-15 09:00:00,11840.0
2005-01-15 10:00:00,12183.0
2005-01-15 11:00:00,12383.0
2005-01-15 12:00:00,12398.0
2005-01-15 13:00:00,12329.0
2005-01-15 14:00:00,12076.0
2005-01-15 15:00:00,11903.0
2005-01-15 16:00:00,11769.0
2005-01-15 17:00:00,11737.0
2005-01-15 18:00:00,12367.0
2005-01-15 19:00:00,13261.0
2005-01-15 20:00:00,13328.0
2005-01-15 21:00:00,13197.0
2005-01-15 22:00:00,12962.0
2005-01-15 23:00:00,12680.0
2005-01-15 00:00:00,12715.0
