Datetime,MW
2005-01-15 01:00:00,15879.0
2005-01-15 02:00:00,15530.0
2005-01-15 03:00:00,15452.0
2005-01-15 04:00:00,15370.0
2005-01-15 05:00:00,15541.0
2005-01-15 06:00:00,15926.0
2005-01-15 07:00:00,16456.0
2005-01-15 08:00:00,17197.0
2005-01-15 09:00:00,17720.0
2005-01-15 10:00:00,18039.0
2005-01-15 11:00:00,17754.0
2005-01-15 12:00:00,17154.0
2005-01-15 13:00:00,16699.0
2005-01-15 14:00:00,16219.0
2005-01-15 15:00:00,15740.0
2005-01-15 16:00:00,15537.0
2005-01-15 17:00:00,15905.0
2005-01-15 18:00:00,16744.0
2005-01-15 19:00:00,17616.0
2005-01-15 20:00:00,17429.0
2005-01-15 21:00:00,17410.0
2005-01-15 22:00:00,17092.0
2005-01-15 23:00:00,16536.0
2005-01-15 00:00:00,16588.0
