Datetime,MW
2004-12-29 01:00:00,1803.0
2004-12-29 02:00:00,1731.0
2004-12-29 03:00:00,1697.0
2004-12-29 04:00:00,1682.0
2004-12-29 05:00:00,1707.0
2004-12-29 06:00:00,1785.0
2004-12-29 07:00:00,1934.0
2004-12-29 08:00:00,2067.0
2004-12-29 09:00:00,2101.0
2004-12-29 10:00:00,2135.0
2004-12-29 11:00:00,2135.0
2004-12-29 12:00:00,2148.0
2004-12-29 13:00:00,2107.0
2004-12-29 14:00:00,2063.0
2004-12-29 15:00:00,2015.0
2004-12-29 16:00:00,1988.0
2004-12-29 17:00:00,2035.0
2004-12-29 18:00:00,2191.0
2004-12-29 19:00:00,2260.0
2004-12-29 20:00:00,2223.0
2004-12-29 21:00:00,2169.0
2004-12-29 22:00:00,2087.0
2004-12-29 23:00:00,1975.0
2004-12-29 00:00:00,1929.0
