Datetime,MW
2004-10-04 01:00:00,11817.0
2004-10-04 02:00:00,11408.0
2004-10-04 03:00:00,11261.0
2004-10-04 04:00:00,11247.0
2004-10-04 05:00:00,11414.0
2004-10-04 06:00:00,12283.0
2004-10-04 07:00:00,13862.0
2004-10-04 08:00:00,14864.0
2004-10-04 09:00:00,15046.0
2004-10-04 10:00:00,15282.0
2004-10-04 11:00:00,15511.0
2004-10-04 12:00:00,15621.0
2004-10-04 13:00:00,15662.0
2004-10-04 14:00:00,15803.0
2004-10-04 15:00:00,15747.0
2004-10-04 16:00:00,15689.0
2004-10-04 17:00:00,15617.0
2004-10-04 18:00:00,15441.0
2004-10-04 19:00:00,15368.0
2004-10-04 20:00:00,15910.0
2004-10-04 21:00:00,16133.0
2004-10-04 22:00:00,15583.0
2004-10-04 23:00:00,14497.0
2004-10-04 00:00:00,12351.0
