Datetime,MW
2004-10-26 01:00:00,4911.0
2004-10-26 02:00:00,4775.0
2004-10-26 03:00:00,4713.0
2004-10-26 04:00:00,4644.0
2004-10-26 05:00:00,4805.0
2004-10-26 06:00:00,5165.0
2004-10-26 07:00:00,5816.0
2004-10-26 08:00:00,6151.0
2004-10-26 09:00:00,6043.0
2004-10-26 10:00:00,6044.0
2004-10-26 11:00:00,6029.0
2004-10-26 12:00:00,5952.0
2004-10-26 13:00:00,5868.0
2004-10-26 14:00:00,5759.0
2004-10-26 15:00:00,5723.0
2004-10-26 16:00:00,5640.0
2004-10-26 17:00:00,5635.0
2004-10-26 18:00:00,5659.0
2004-10-26 19:00:00,5951.0
2004-10-26 20:00:00,6156.0
2004-10-26 21:00:00,6085.0
2004-10-26 22:00:00,5781.0
2004-10-26 23:00:00,5431.0
2004-10-26 00:00:00,5105.0
