Datetime,MW
2004-11-28 01:00:00,23889.0
2004-11-28 02:00:00,22670.0
2004-11-28 03:00:00,22001.0
2004-11-28 04:00:00,21521.0
2004-11-28 05:00:00,21435.0
2004-11-28 06:00:00,21782.0
2004-11-28 07:00:00,22576.0
2004-11-28 08:00:00,23739.0
2004-11-28 09:00:00,25238.0
2004-11-28 10:00:00,26790.0
2004-11-28 11:00:00,27654.0
2004-11-28 12:00:00,27858.0
2004-11-28 13:00:00,27782.0
2004-11-28 14:00:00,27459.0
2004-11-28 15:00:00,27128.0
2004-11-28 16:00:00,27096.0
2004-11-28 17:00:00,28757.0
2004-11-28 18:00:00,32057.0
2004-11-28 19:00:00,32472.0
2004-11-28 20:00:00,32282.0
2004-11-28 21:00:00,31729.0
2004-11-28 22:00:00,30307.0
2004-11-28 23:00:00,28357.0
2004-11-28 00:00:00,25723.0
