Datetime,MW
2004-10-29 01:00:00,24329.0
2004-10-29 02:00:00,23265.0
2004-10-29 03:00:00,22827.0
2004-10-29 04:00:00,22711.0
2004-10-29 05:00:00,23181.0
2004-10-29 06:00:00,25232.0
2004-10-29 07:00:00,29035.0
2004-10-29 08:00:00,31769.0
2004-10-29 09:00:00,32151.0
2004-10-29 10:00:00,32336.0
2004-10-29 11:00:00,32564.0
2004-10-29 12:00:00,32374.0
2004-10-29 13:00:00,31940.0
2004-10-29 14:00:00,31641.0
2004-10-29 15:00:00,31214.0
2004-10-29 16:00:00,31210.0
2004-10-29 17:00:00,31403.0
2004-10-29 18:00:00,31941.0
2004-10-29 19:00:00,33008.0
2004-10-29 20:00:00,32334.0
2004-10-29 21:00:00,31378.0
2004-10-29 22:00:00,29979.0
2004-10-29 23:00:00,27958.0
2004-10-29 00:00:00,26200.0
