Datetime,MW
2004-12-16 01:00:00,6509.0
2004-12-16 02:00:00,6474.0
2004-12-16 03:00:00,6427.0
2004-12-16 04:00:00,6472.0
2004-12-16 05:00:00,6596.0
2004-12-16 06:00:00,6922.0
2004-12-16 07:00:00,7603.0
2004-12-16 08:00:00,7990.0
2004-12-16 09:00:00,7828.0
2004-12-16 10:00:00,7424.0
2004-12-16 11:00:00,7212.0
2004-12-16 12:00:00,7022.0
2004-12-16 13:00:00,6894.0
2004-12-16 14:00:00,6803.0
2004-12-16 15:00:00,6708.0
2004-12-16 16:00:00,6629.0
2004-12-16 17:00:00,6896.0
2004-12-16 18:00:00,7423.0
2004-12-16 19:00:00,7591.0
2004-12-16 20:00:00,7587.0
2004-12-16 21:00:00,7505.0
2004-12-16 22:00:00,7284.0
2004-12-16 23:00:00,6826.0
2004-12-16 00:00:00,6803.0
