Datetime,MW
2005-01-21 01:00:00,17145.0
2005-01-21 02:00:00,16777.0
2005-01-21 03:00:00,16632.0
2005-01-21 04:00:00,16629.0
2005-01-21 05:00:00,16868.0
2005-01-21 06:00:00,17659.0
2005-01-21 07:00:00,19226.0
2005-01-21 08:00:00,20103.0
2005-01-21 09:00:00,20241.0
2005-01-21 10:00:00,20163.0
2005-01-21 11:00:00,20087.0
2005-01-21 12:00:00,19793.0
2005-01-21 13:00:00,19559.0
2005-01-21 14:00:00,19327.0
2005-01-21 15:00:00,18977.0
2005-01-21 16:00:00,18814.0
2005-01-21 17:00:00,18803.0
2005-01-21 18:00:00,19582.0
2005-01-21 19:00:00,20358.0
2005-01-21 20:00:00,20330.0
2005-01-21 21:00:00,20103.0
2005-01-21 22:00:00,19742.0
2005-01-21 23:00:00,19015.0
2005-01-21 00:00:00,17843.0
