Datetime,MW
2004-10-24 01:00:00,1449.0
2004-10-24 02:00:00,1380.0
2004-10-24 03:00:00,1333.0
2004-10-24 04:00:00,1321.0
2004-10-24 05:00:00,1315.0
2004-10-24 06:00:00,1329.0
2004-10-24 07:00:00,1375.0
2004-10-24 08:00:00,1447.0
2004-10-24 09:00:00,1516.0
2004-10-24 10:00:00,1579.0
2004-10-24 11:00:00,1617.0
2004-10-24 12:00:00,1662.0
2004-10-24 13:00:00,1679.0
2004-10-24 14:00:00,1665.0
2004-10-24 15:00:00,1637.0
2004-10-24 16:00:00,1627.0
2004-10-24 17:00:00,1636.0
2004-10-24 18:00:00,1672.0
2004-10-24 19:00:00,1716.0
2004-10-24 20:00:00,1868.0
2004-10-24 21:00:00,1869.0
2004-10-24 22:00:00,1811.0
2004-10-24 23:00:00,1707.0
2004-10-24 00:00:00,1543.0
