Datetime,MW
2004-12-08 01:00:00,1803.0
2004-12-08 02:00:00,1739.0
2004-12-08 03:00:00,1702.0
2004-12-08 04:00:00,1688.0
2004-12-08 05:00:00,1725.0
2004-12-08 06:00:00,1872.0
2004-12-08 07:00:00,2140.0
2004-12-08 08:00:00,2313.0
2004-12-08 09:00:00,2302.0
2004-12-08 10:00:00,2290.0
2004-12-08 11:00:00,2298.0
2004-12-08 12:00:00,2256.0
2004-12-08 13:00:00,2227.0
2004-12-08 14:00:00,2181.0
2004-12-08 15:00:00,2154.0
2004-12-08 16:00:00,2142.0
2004-12-08 17:00:00,2180.0
2004-12-08 18:00:00,2369.0
2004-12-08 19:00:00,2453.0
2004-12-08 20:00:00,2430.0
2004-12-08 21:00:00,2398.0
2004-12-08 22:00:00,2332.0
2004-12-08 23:00:00,2162.0
2004-12-08 00:00:00,1914.0
