Datetime,MW
2005-01-05 01:00:00,10895.0
2005-01-05 02:00:00,10305.0
2005-01-05 03:00:00,9978.0
2005-01-05 04:00:00,9828.0
2005-01-05 05:00:00,9820.0
2005-01-05 06:00:00,10055.0
2005-01-05 07:00:00,10842.0
2005-01-05 08:00:00,12081.0
2005-01-05 09:00:00,12873.0
2005-01-05 10:00:00,13043.0
2005-01-05 11:00:00,13101.0
2005-01-05 12:00:00,13272.0
2005-01-05 13:00:00,13292.0
2005-01-05 14:00:00,13277.0
2005-01-05 15:00:00,13313.0
2005-01-05 16:00:00,13157.0
2005-01-05 17:00:00,13160.0
2005-01-05 18:00:00,13800.0
2005-01-05 19:00:00,14470.0
2005-01-05 20:00:00,14386.0
2005-01-05 21:00:00,14166.0
2005-01-05 22:00:00,13755.0
2005-01-05 23:00:00,13080.0
2005-01-05 00:00:00,11793.0
