Datetime,MW
2004-11-13 01:00:00,1727.0
2004-11-13 02:00:00,1625.0
2004-11-13 03:00:00,1623.0
2004-11-13 04:00:00,1633.0
2004-11-13 05:00:00,1654.0
2004-11-13 06:00:00,1704.0
2004-11-13 07:00:00,1801.0
2004-11-13 08:00:00,1891.0
2004-11-13 09:00:00,1957.0
2004-11-13 10:00:00,1989.0
2004-11-13 11:00:00,1979.0
2004-11-13 12:00:00,1947.0
2004-11-13 13:00:00,1883.0
2004-11-13 14:00:00,1827.0
2004-11-13 15:00:00,1778.0
2004-11-13 16:00:00,1748.0
2004-11-13 17:00:00,1759.0
2004-11-13 18:00:00,1882.0
2004-11-13 19:00:00,1986.0
2004-11-13 20:00:00,1957.0
2004-11-13 21:00:00,1925.0
2004-11-13 22:00:00,1881.0
2004-11-13 23:00:00,1791.0
2004-11-13 00:00:00,1845.0
