Datetime,MW
2004-12-29 01:00:00,10600.0
2004-12-29 02:00:00,9893.0
2004-12-29 03:00:00,9497.0
2004-12-29 04:00:00,9304.0
2004-12-29 05:00:00,9253.0
2004-12-29 06:00:00,9494.0
2004-12-29 07:00:00,10116.0
2004-12-29 08:00:00,11093.0
2004-12-29 09:00:00,11658.0
2004-12-29 10:00:00,11828.0
2004-12-29 11:00:00,11874.0
2004-12-29 12:00:00,11970.0
2004-12-29 13:00:00,11905.0
2004-12-29 14:00:00,11748.0
2004-12-29 15:00:00,11680.0
2004-12-29 16:00:00,11570.0
2004-12-29 17:00:00,11659.0
2004-12-29 18:00:00,12564.0
2004-12-29 19:00:00,13386.0
2004-12-29 20:00:00,13307.0
2004-12-29 21:00:00,13079.0
2004-12-29 22:00:00,12773.0
2004-12-29 23:00:00,12244.0
2004-12-29 00:00:00,11563.0
