Datetime,MW
2004-11-25 01:00:00,4619.0
2004-11-25 02:00:00,4378.0
2004-11-25 03:00:00,4330.0
2004-11-25 04:00:00,4215.0
2004-11-25 05:00:00,4222.0
2004-11-25 06:00:00,4300.0
2004-11-25 07:00:00,4391.0
2004-11-25 08:00:00,4644.0
2004-11-25 09:00:00,5011.0
2004-11-25 10:00:00,5429.0
2004-11-25 11:00:00,5726.0
2004-11-25 12:00:00,5786.0
2004-11-25 13:00:00,5549.0
2004-11-25 14:00:00,5366.0
2004-11-25 15:00:00,5178.0
2004-11-25 16:00:00,5160.0
2004-11-25 17:00:00,5239.0
2004-11-25 18:00:00,5463.0
2004-11-25 19:00:00,5503.0
2004-11-25 20:00:00,5564.0
2004-11-25 21:00:00,5640.0
2004-11-25 22:00:00,5549.0
2004-11-25 23:00:00,5380.0
2004-11-25 00:00:00,4956.0
