Datetime,MW
2004-10-11 01:00:00,4513.0
2004-10-11 02:00:00,4447.0
2004-10-11 03:00:00,4404.0
2004-10-11 04:00:00,4374.0
2004-10-11 05:00:00,4484.0
2004-10-11 06:00:00,4823.0
2004-10-11 07:00:00,5435.0
2004-10-11 08:00:00,5752.0
2004-10-11 09:00:00,5836.0
2004-10-11 10:00:00,5894.0
2004-10-11 11:00:00,5956.0
2004-10-11 12:00:00,5871.0
2004-10-11 13:00:00,5827.0
2004-10-11 14:00:00,5766.0
2004-10-11 15:00:00,5677.0
2004-10-11 16:00:00,5638.0
2004-10-11 17:00:00,5622.0
2004-10-11 18:00:00,5622.0
2004-10-11 19:00:00,5745.0
2004-10-11 20:00:00,6117.0
2004-10-11 21:00:00,6090.0
2004-10-11 22:00:00,5794.0
2004-10-11 23:00:00,5327.0
2004-10-11 00:00:00,4748.0
