Datetime,MW
2005-01-16 01:00:00,1469.0
2005-01-16 02:00:00,1401.0
2005-01-16 03:00:00,1382.0
2005-01-16 04:00:00,1350.0
2005-01-16 05:00:00,1365.0
2005-01-16 06:00:00,1373.0
2005-01-16 07:00:00,1386.0
2005-01-16 08:00:00,1468.0
2005-01-16 09:00:00,1492.0
2005-01-16 10:00:00,1539.0
2005-01-16 11:00:00,1580.0
2005-01-16 12:00:00,1608.0
2005-01-16 13:00:00,1627.0
2005-01-16 14:00:00,1627.0
2005-01-16 15:00:00,1620.0
2005-01-16 16:00:00,1619.0
2005-01-16 17:00:00,1676.0
2005-01-16 18:00:00,1758.0
2005-01-16 19:00:00,1809.0
2005-01-16 20:00:00,1784.0
2005-01-16 21:00:00,1759.0
2005-01-16 22:00:00,1712.0
2005-01-16 23:00:00,1633.0
2005-01-16 00:00:00,1551.0
