Datetime,MW
2004-12-30 01:00:00,5448.0
2004-12-30 02:00:00,5212.0
2004-12-30 03:00:00,5134.0
2004-12-30 04:00:00,5250.0
2004-12-30 05:00:00,5381.0
2004-12-30 06:00:00,5558.0
2004-12-30 07:00:00,5952.0
2004-12-30 08:00:00,6287.0
2004-12-30 09:00:00,6426.0
2004-12-30 10:00:00,6585.0
2004-12-30 11:00:00,6535.0
2004-12-30 12:00:00,6513.0
2004-12-30 13:00:00,6384.0
2004-12-30 14:00:00,6351.0
2004-12-30 15:00:00,6296.0
2004-12-30 16:00:00,6260.0
2004-12-30 17:00:00,6412.0
2004-12-30 18:00:00,6783.0
2004-12-30 19:00:00,6828.0
2004-12-30 20:00:00,6755.0
2004-12-30 21:00:00,6565.0
2004-12-30 22:00:00,6378.0
2004-12-30 23:00:00,6049.0
2004-12-30 00:00:00,5739.0
