Datetime,MW
2004-12-02 01:00:00,10674.0
2004-12-02 02:00:00,10036.0
2004-12-02 03:00:00,9667.0
2004-12-02 04:00:00,9477.0
2004-12-02 05:00:00,9440.0
2004-12-02 06:00:00,9691.0
2004-12-02 07:00:00,10453.0
2004-12-02 08:00:00,11779.0
2004-12-02 09:00:00,12440.0
2004-12-02 10:00:00,12532.0
2004-12-02 11:00:00,12415.0
2004-12-02 12:00:00,12449.0
2004-12-02 13:00:00,12370.0
2004-12-02 14:00:00,12199.0
2004-12-02 15:00:00,12189.0
2004-12-02 16:00:00,12130.0
2004-12-02 17:00:00,12183.0
2004-12-02 18:00:00,13052.0
2004-12-02 19:00:00,13851.0
2004-12-02 20:00:00,13791.0
2004-12-02 21:00:00,13571.0
2004-12-02 22:00:00,13254.0
2004-12-02 23:00:00,12594.0
2004-12-02 00:00:00,11728.0
