Datetime,MW
2005-01-15 01:00:00,1481.0
2005-01-15 02:00:00,1468.0
2005-01-15 03:00:00,1403.0
2005-01-15 04:00:00,1426.0
2005-01-15 05:00:00,1413.0
2005-01-15 06:00:00,1442.0
2005-01-15 07:00:00,1495.0
2005-01-15 08:00:00,1572.0
2005-01-15 09:00:00,1624.0
2005-01-15 10:00:00,1671.0
2005-01-15 11:00:00,1699.0
2005-01-15 12:00:00,1692.0
2005-01-15 13:00:00,1678.0
2005-01-15 14:00:00,1637.0
2005-01-15 15:00:00,1611.0
2005-01-15 16:00:00,1588.0
2005-01-15 17:00:00,1606.0
2005-01-15 18:00:00,1684.0
2005-01-15 19:00:00,1751.0
2005-01-15 20:00:00,1704.0
2005-01-15 21:00:00,1712.0
2005-01-15 22:00:00,1688.0
2005-01-15 23:00:00,1629.0
2005-01-15 00:00:00,1556.0
