Datetime,EKPC_MW
2016-01-04 01:00:00,1608.0
2016-01-04 02:00:00,1597.0
2016-01-04 03:00:00,1565.0
2016-01-04 04:00:00,1552.0
2016-01-04 05:00:00,1650.0
2016-01-04 06:00:00,1767.0
2016-01-04 07:00:00,1954.0
2016-01-04 08:00:00,1984.0
2016-01-04 09:00:00,1972.0
2016-01-04 10:00:00,1965.0
2016-01-04 11:00:00,1933.0
2016-01-04 12:00:00,1894.0
2016-01-04 13:00:00,1835.0
2016-01-04 14:00:00,1758.0
2016-01-04 15:00:00,1731.0
2016-01-04 16:00:00,1765.0
2016-01-04 17:00:00,1791.0
2016-01-04 18:00:00,1958.0
2016-01-04 19:00:00,2089.0
2016-01-04 20:00:00,2084.0
2016-01-04 21:00:00,2116.0
2016-01-04 22:00:00,2081.0
2016-01-04 23:00:00,2020.0
2016-01-04 00:00:00,1645.0
