Datetime,EKPC_MW
2013-11-14 01:00:00,1746.0
2013-11-14 02:00:00,1729.0
2013-11-14 03:00:00,1728.0
2013-11-14 04:00:00,1804.0
2013-11-14 05:00:00,1849.0
2013-11-14 06:00:00,1972.0
2013-11-14 07:00:00,2162.0
2013-11-14 08:00:00,2168.0
2013-11-14 09:00:00,1982.0
2013-11-14 10:00:00,1808.0
2013-11-14 11:00:00,1612.0
2013-11-14 12:00:00,1586.0
2013-11-14 13:00:00,1457.0
2013-11-14 14:00:00,1386.0
2013-11-14 15:00:00,1358.0
2013-11-14 16:00:00,1321.0
2013-11-14 17:00:00,1317.0
2013-11-14 18:00:00,1511.0
2013-11-14 19:00:00,1687.0
2013-11-14 20:00:00,1726.0
2013-11-14 21:00:00,1733.0
2013-11-14 22:00:00,1707.0
2013-11-14 23:00:00,1665.0
2013-11-14 00:00:00,1785.0
