Datetime,EKPC_MW
2017-02-23 01:00:00,1065.0
2017-02-23 02:00:00,1022.0
2017-02-23 03:00:00,957.0
2017-02-23 04:00:00,953.0
2017-02-23 05:00:00,1006.0
2017-02-23 06:00:00,1126.0
2017-02-23 07:00:00,1273.0
2017-02-23 08:00:00,1307.0
2017-02-23 09:00:00,1268.0
2017-02-23 10:00:00,1241.0
2017-02-23 11:00:00,1227.0
2017-02-23 12:00:00,1190.0
2017-02-23 13:00:00,1175.0
2017-02-23 14:00:00,1169.0
2017-02-23 15:00:00,1113.0
2017-02-23 16:00:00,1114.0
2017-02-23 17:00:00,1152.0
2017-02-23 18:00:00,1178.0
2017-02-23 19:00:00,1284.0
2017-02-23 20:00:00,1310.0
2017-02-23 21:00:00,1373.0
2017-02-23 22:00:00,1290.0
2017-02-23 23:00:00,1229.0
2017-02-23 00:00:00,1117.0
