Datetime,EKPC_MW
2016-04-28 01:00:00,1025.0
2016-04-28 02:00:00,975.0
2016-04-28 03:00:00,948.0
2016-04-28 04:00:00,924.0
2016-04-28 05:00:00,943.0
2016-04-28 06:00:00,1032.0
2016-04-28 07:00:00,1174.0
2016-04-28 08:00:00,1186.0
2016-04-28 09:00:00,1172.0
2016-04-28 10:00:00,1188.0
2016-04-28 11:00:00,1208.0
2016-04-28 12:00:00,1235.0
2016-04-28 13:00:00,1285.0
2016-04-28 14:00:00,1343.0
2016-04-28 15:00:00,1383.0
2016-04-28 16:00:00,1396.0
2016-04-28 17:00:00,1434.0
2016-04-28 18:00:00,1490.0
2016-04-28 19:00:00,1476.0
2016-04-28 20:00:00,1437.0
2016-04-28 21:00:00,1458.0
2016-04-28 22:00:00,1440.0
2016-04-28 23:00:00,1306.0
2016-04-28 00:00:00,1079.0
